GeneName,PMID 
NKX2-5,"[30592196, 30089596, 30773190, 30027464, 30385172, 31042283, 30413378, 31454018, 30205417, 30773184, 30938103, 29459574, 28346656, 31130741, 31028222, 30665872, 28825377, 30642452, 31699115, 29316288, 31752884, 30126063, 31254940, 31154543, 31602468, 31699471, 28958068, 32361810, 31176206, 31175902, 31285672, 31277011, 30149883, 28795387, 30105871, 32048008, 30797496, 30527174, 31455166, 31771739, 31829203, 30646616, 29195578, 30357709, 31097096, 31030326, 31368625, 30616471, 27413166, 31360113, 31126249, 31115697, 29940884, 30952767, 31571631, 30952742, 31215445, 30305125, 30442523, 29782069, 30536734, 30089597, 31828427, 30666800, 30725275, 29687154, 31351746, 31194613, 31039680, 30642457, 30783810, 31782256, 31492985, 30950297, 30821655, 31561135, 31282096, 31253136, 30229391, 32014946, 31894386, 28472537, 31097093, 30791870, 27516466, 30506406, 30623409, 31265163, 30770959, 31654622, 31464032, 31612416, 31271118, 30295143, 31290993, 30145925, 29915891, 29536740, 31177159, 31345185, 29661287, 31495334, 31878900, 31980929, 31023173, 28668866, 30935565, 29681411, 32173269, 29451696, 31056356, 31659111, 31445956, 30666802, 31449674, 30602039, 30327236, 31287557, 31123785, 32125893, 29778651, 30497431, 31602661, 30189719, 30898568, 31985315, 30885358, 30324773, 30177585, 30477470, 29579334, 31037897, 31088500, 31804689, 29510676, 30642444, 31721468, 31446212, 31182061, 30034229, 30527192, 30911841, 31874543, 29681240, 29571997, 28800837, 31200821, 29042049, 31927006, 31497994, 30797493, 28507206, 31668406, 31703637, 29426250, 30606672, 30691492, 31155967, 29363879, 30544255, 31520555, 30978569, 30941563, 32159882, 30919763, 29968154, 31331844, 29284349, 31414902, 30637589, 31886195, 29615460, 31244320, 30337185, 30774636, 31648501, 32047559, 30591549, 31601252, 31686799, 31685299, 31438892, 31436122, 30955977, 31879171, 31366504, 30548240, 31381142, 29080690, 30885351, 31721446, 30885328, 29948239, 31606169, 28499641, 31025831, 31619231, 31235357, 29803896, 31086949, 30282880, 31245924, 30885338, 30648806, 30956278, 30486741, 30507005, 30058192, 31384932, 28623135, 30835006, 29754785, 30819829, 31387256, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 31786738, 31713888, 29024471, 30987609, 29645086, 31200820, 30325558, 31053172, 30825015, 31292396, 30334618, 31631997, 31735973, 30478673, 30415902, 31564210, 31237152, 31200819, 31515670, 30796356, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30889876, 30952734, 30049203, 30725206, 29460035, 30098333, 29943841, 31770849, 31005223, 31088404, 30222060, 31350622, 29978725, 30980423, 31425965, 31386568, 31097094, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30678379, 31828882, 31118602, 31221221, 29713040, 30859681, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 31243104, 31494736, 28212992, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 29912578, 29409112, 29989448, 31481083, 30480360, 30775858, 31541338, 31066582, 30444051, 31282941, 31164317, 30630993, 29758930, 31147169, 29558888, 31499384, 31116035, 31313100, 29301544, 29183778, 31207932, 31795418, 30900377, 30784913, 30475650, 31526368, 30854794, 30315932, 31807880, 28780685, 30218747, 31552569, 31738590, 31134811, 28592139, 28378642, 31564835, 30844110, 28714370]"
NONO,[]
NR4A3,"[30898568, 31738590]"
NR6A1,[]
NTF3,"[29451696, 31445956, 31438892, 28472537, 30773184, 31882501, 30938103, 32014946, 31804689, 32125893, 28507206, 31042283, 29510676, 30506406, 30791870, 31829203, 31782256, 30648806, 31722726, 29681411, 30486741, 29645086, 31245924, 29483918, 28346656, 31235357, 31194613, 31200819, 30295143, 31602661, 30616471, 29409112, 30218747, 29042049, 29536740, 32048008, 31735973, 31254940, 31109312, 30548240, 30507005, 31492985, 30089591, 31005223, 31414902, 31097096, 31164317, 31721468, 31499384, 31277011, 30205417, 29571997, 31253136, 31522607, 29945708, 31752884, 31384932, 30678379, 31221221, 30952742, 29782069, 29778651, 30592196, 29754785, 31175902, 30478673, 31668406, 29550987, 30536653, 30089596, 30531840, 30544255, 32159882, 31265163, 31886195, 31654622, 31368625, 27413166, 31290993, 29915891, 30847822, 31126249, 31878900, 31810952, 30652510, 31215445, 30305125, 31088404, 30222060, 31350622, 30497431, 30885358, 30324773, 30477470, 30725275, 30049203, 31721446, 31351746, 31147169, 30089584, 30642457, 30783810, 31154543, 30034229, 30149883, 31200821, 30821655, 31157548, 29661287, 30413378, 30773851, 31894386, 28958068, 30797496, 30955977, 29357969, 30691492, 29656435, 30623409, 31053172, 30941563, 31432603, 30825015, 31464032, 31770849, 32047559, 30628200, 30587399, 30822531, 31243104, 31446212, 30797489, 31366504, 31025831, 30666800, 30189719, 30322398, 31832068, 30430864, 31627700, 31786738, 31028222, 28237243, 30878128, 30885351, 31097085, 31601252, 30935565, 32361810, 30952767, 30609303, 31200820, 30442523, 31439255, 30642452, 30327236, 31486229, 31481083, 31124335, 31123785, 31980929, 29945702, 30980423, 30898568, 31985315, 30480360, 31828427, 31345185, 31425965, 30952734, 30273983, 30444051, 31631997, 29564776, 30282880, 30630993, 29266226, 31606169, 31097094, 29558888, 30027464, 28499641, 28212992, 29383798, 31182061, 31381142, 30527192, 30911841, 31602468, 29459574, 31313100, 31879171, 28795387, 30946796, 31699115, 29316288, 29301544, 30415902, 29183778, 30835006, 30229391, 31699471, 30527174, 30429415, 31795418, 30900377, 30843065, 31097093, 29426250, 31820862, 32108977, 27516466, 29943841, 29363879, 31874162, 31807880, 28780685, 31393163, 31828882, 31738590, 30637589, 31118602, 31030326, 31553706, 31564835, 30859681, 31271118, 30774636, 31648501, 30145925, 29284511, 31005209, 31176206, 30385172, 28378642, 30927058, 31116035, 30773190, 29968154, 29452091, 31089925, 31515670, 30770959, 31449674, 30665872, 30775858, 29579334, 31285672, 30855987, 31282096, 30797493, 29460035, 31455166, 30475650, 30606672, 29195578, 29615460, 30357709, 31244320, 30594196, 31015126, 31023173, 28668866, 29940884, 31097082, 31056356, 28488012, 30591549, 30923943, 31456503, 30666802, 28825377, 31667664, 31181537, 31130741, 30956278, 30680608, 30334618, 29729529, 30177585, 30832554, 30885342, 29687154, 30885328, 29731164, 30839234, 30950297, 31497994, 30594330, 30784913, 30098333, 31155967, 31041879, 31080186, 30628487, 30978569, 31331844, 31134811, 31683458]"
NTF4,"[32020709, 31455166, 31253136, 30527174, 30885358, 30938103, 30027464, 28346656, 30089596, 30049203, 29451696, 31097082, 30478673, 30334618, 31235357, 29316288, 31686799, 31042283, 29912578, 30952767, 31154543, 30305125, 31116035, 31290993, 32048008, 29915891, 29357969, 30506406, 31368625, 30774636, 31804689, 30486741, 30941563, 31648501, 30145925, 30591549, 30177585, 31721446, 30205417, 30911841, 30797496, 28472537, 30548240, 29943841, 30357709, 31097096, 31654622, 30295143, 31360113, 31571631, 31215445, 30797489, 30497431, 30282880, 31351746, 29754785, 31782256, 31089925, 31602468, 31200821, 28795387, 31699115, 31097093, 29945708, 30606672, 32159882, 31265163, 29195578, 31221221, 31244320, 30413378, 31147169, 31499384, 31243104, 29536740, 31126249, 31115697, 32234920, 31142317, 28668866, 32248302, 31366504, 30935565, 29352585, 30430864, 30652510, 31436122, 31245924, 31290849, 31659111, 30442523, 31005223, 31097085, 31445956, 32361810, 30609303, 28825377, 31667664, 30485693, 30642452, 30602039, 32014936, 31005209, 31124335, 29782069, 32125893, 31602661, 30592196, 30898568, 31985315, 30775858, 31066582, 30477470, 30832554, 31425965, 30885342, 30485664, 31386568, 30444051, 31631997, 29687154, 29731164, 30843662, 31194613, 29522271, 31097094, 30642457, 31721468, 30783810, 30385172, 31285672, 31182061, 30128865, 29459574, 28800837, 30946796, 30821655, 31497994, 29183778, 30797493, 31200819, 28507206, 30229391, 31739500, 31668406, 28958068, 30089591, 31703637, 29845338, 30791870, 30691492, 27516466, 30623409, 29363879, 31746315, 30544255, 28780685, 31829203, 31828882, 30919763, 31738590, 30646616, 31414902, 30637589, 30825015, 31030326, 30770959, 30259978, 31134811, 31553706, 31464032, 30616471, 31770849, 31271118, 27413166, 32047559, 31683458, 30773190, 31454018, 30773184, 31130741, 31028222, 30665872, 31752884, 30126063, 31254940, 31699471, 31176206, 31175902, 31277011, 30149883, 30105871, 31771739, 29940884, 30952742, 30536734, 30089597, 31828427, 30666800, 30725275, 31039680, 31492985, 30950297, 31561135, 31282096, 32014946, 31894386, 31612416, 31177159, 31345185, 29661287, 31495334, 31878900, 31980929, 31023173, 29681411, 32173269, 31056356, 30666802, 31449674, 30327236, 31287557, 31123785, 29778651, 30189719, 30324773, 29579334, 31037897, 31088500, 29510676, 30642444, 31446212, 30034229, 30527192, 31874543, 29681240, 29571997, 29042049, 31927006, 29426250, 31155967, 31520555, 30978569, 29968154, 31331844, 29284349, 31886195, 29615460, 30337185]"
NUMA1,[]
NUP107,[]
NUTM2A,[]
NUTM2B,"[32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 31713888, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501]"
OFD1,"[30305125, 28346656, 30628200, 30878600, 31571631, 29352585, 31097085, 31828427, 29729529, 31282941, 31194613, 31606169, 31039680, 30089584, 31782256, 29571997, 29042049, 31699115, 31699471, 30797496, 28472537, 30989732, 31290993, 29915891]"
OLIG2,[]
OLR1,[]
OMD,[]
P2RY8,[]
PAPPA,[]
PATZ1,[]
PAX8,[]
PBX1,[]
PCM1,[]
PDE4DIP,[]
PER1,"[31287562, 31042283, 31571631, 30935565, 31005223, 28795387, 31254940, 29731164, 30955977, 30544255, 31134811, 30413378]"
PHF1,[]
PHF23,[]
PICALM,[]
PML,[]
POM121,[]
POU2AF1,"[32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 31713888, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501]"
POU5F1,"[29945702, 31445956, 29451696, 30592196, 29284511, 28346656, 31235357, 30478673, 30486741, 28472537, 29301544, 32048008, 31752884, 30955977, 31005209, 30497431, 31176206, 30027464, 29316288, 31381142, 30327236, 31366504, 30385172, 28378642, 30145925, 30666800, 31648501, 31786738, 30927058, 31492985, 29510676, 31277011, 29042049, 29915891, 31116035, 31368625, 31194613, 31699115, 30825015, 32125893, 30189719, 30938103, 31147169, 31175902, 30773190, 30821655, 32014946, 32159882, 29968154, 29452091, 30413378, 30885351, 30773184, 29778651, 30324773, 30725275, 31164317, 31804689, 31499384, 28212992, 31089925, 31602468, 28795387, 28507206, 31668406, 29357969, 30548240, 31829203, 31515670, 30770959, 31654622, 31042283, 31271118, 31290993, 31243104, 30652510, 31215445, 31245924, 30305125, 30222060, 31449674, 30665872, 31124335, 29782069, 30775858, 30952734, 29579334, 30049203, 30282880, 31285672, 30034229, 30205417, 30527192, 30911841, 30149883, 30855987, 29661287, 31282096, 30797493, 29460035, 31200819, 30773851, 31894386, 31455166, 30089591, 31097093, 30475650, 30606672, 30506406, 30089596, 31874162, 28780685, 30941563, 31414902, 29195578, 29615460, 30357709, 31097096, 31030326, 31244320, 32047559, 29536740, 30594196, 31015126, 30587399, 31878900, 29483918, 31126249, 31023173, 30797489, 28668866, 29940884, 29754785, 31109312, 31097082, 29681411, 30430864, 31097085, 31056356, 28488012, 30591549, 30822531, 30923943, 31005223, 31456503, 30666802, 28825377, 31667664, 31181537, 31130741, 30642452, 30956278, 30680608, 31602661, 30334618, 30898568, 30885358, 31828427, 29729529, 30177585, 30477470, 30832554, 31425965, 30885342, 31631997, 29687154, 29564776, 31721446, 31351746, 31606169, 30089584, 30885328, 31721468, 28499641, 29731164, 31446212, 31782256, 30839234, 31154543, 29459574, 29571997, 31879171, 30950297, 31157548, 31497994, 30415902, 29183778, 30229391, 28958068, 30527174, 30594330, 31795418, 29550987, 30784913, 30098333, 30843065, 29945708, 30791870, 30691492, 31155967, 30623409, 31041879, 31080186, 30628487, 30978569, 30678379, 30218747, 31331844, 31432603, 31134811, 31221221, 30616471, 31770849, 27413166, 30774636, 30485693, 32020709, 31253136, 31686799, 29912578, 30952767, 30797496, 29943841, 30295143, 31360113, 31571631, 31200821, 31265163, 31115697, 32234920, 31142317, 32248302, 30935565, 29352585, 31436122, 31290849, 31659111, 30442523, 32361810, 30609303, 30602039, 32014936, 31985315, 31066582, 30485664, 31386568, 30444051, 30843662, 29522271, 31097094, 30642457, 30783810, 31182061, 30128865, 28800837, 30946796, 31739500, 31703637, 29845338, 27516466, 29363879, 31746315, 30544255, 31828882, 30919763, 31738590, 30646616, 30637589, 30259978, 31553706, 31464032]"
PPAP2B,[]
PPARGC1A,"[31713888, 32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501, 31418948]"
